# Oscilloscope Data

# Seconds	fp_meas.acc_i
15.430	-4.60
15.440	-4.64
15.450	-4.65
15.460	-4.65
15.470	-4.66
15.480	-4.68
15.490	-4.62
15.500	-4.59
15.510	-4.70
15.520	-4.61
15.530	-4.66
15.540	-4.65
15.550	-4.63
15.560	-4.63
15.570	-4.64
15.580	-4.65
15.590	-4.62
15.600	-4.65
15.610	-4.67
15.620	-4.63
15.630	-4.67
15.640	-4.66
15.650	-4.69
15.660	-4.62
15.670	-4.64
15.680	-4.66
15.690	-4.63
15.700	-4.62
15.710	-4.64
15.720	-4.65
15.730	-4.63
15.740	-4.63
15.750	-4.65
15.760	-4.60
15.770	-4.63
15.780	-4.61
15.790	-4.65
15.800	-4.64
15.810	-4.59
15.820	-4.58
15.830	-4.60
15.840	-4.66
15.850	-4.60
15.860	-4.62
15.870	-4.65
15.880	-4.66
15.890	-4.63
15.900	-4.64
15.910	-4.65
15.920	-4.63
15.930	-4.67
15.940	-4.63
15.950	-4.67
15.960	-4.63
15.970	-4.66
15.980	-4.63
15.990	-4.64
16.000	-4.62
16.010	-4.65
16.020	-4.61
16.030	-4.67
16.040	-4.66
16.050	-4.64
16.060	-4.61
16.070	-4.66
16.080	-4.64
16.090	-4.64
16.100	-4.63
16.110	-4.63
16.120	-4.64
16.130	-4.64
16.140	-4.65
16.150	-4.64
16.160	-4.66
16.170	-4.66
16.180	-4.67
16.190	-4.65
16.200	-4.64
16.210	-4.62
16.220	-4.60
16.230	-4.63
16.240	-4.63
16.250	-4.66
16.260	-4.64
16.270	-4.65
16.280	-4.68
16.290	-4.66
16.300	-4.66
16.310	-4.66
16.320	-4.66
16.330	-4.67
16.340	-4.63
16.350	-4.62
16.360	-4.62
16.370	-4.64
16.380	-4.63
16.390	-4.66
16.400	-4.64
16.410	-4.59
16.420	-4.63
16.430	-4.64
16.440	-4.58
16.450	-4.62
16.460	-4.64
16.470	-4.63
16.480	-4.67
16.490	-4.61
16.500	-4.63
16.510	-4.62
16.520	-4.66
16.530	-4.65
16.540	-4.62
16.550	-4.63
16.560	-4.66
16.570	-4.71
16.580	-4.62
16.590	-4.61
16.600	-4.66
16.610	-4.63
16.620	-4.69
16.630	-4.65
16.640	-4.65
16.650	-4.66
16.660	-4.64
16.670	-4.66
16.680	-4.67
16.690	-4.63
16.700	-4.65
16.710	-4.66
16.720	-4.67
16.730	-4.63
16.740	-4.62
16.750	-4.60
16.760	-4.64
16.770	-4.68
16.780	-4.64
16.790	-4.60
16.800	-4.62
16.810	-4.60
16.820	-4.70
16.830	-4.64
16.840	-4.67
16.850	-4.67
16.860	-4.63
16.870	-4.65
16.880	-4.62
16.890	-4.63
16.900	-4.65
16.910	-4.67
16.920	-4.65
16.930	-4.64
16.940	-4.60
16.950	-4.62
16.960	-4.60
16.970	-4.63
16.980	-4.67
16.990	-4.61
17.000	-4.64
17.010	-4.61
17.020	-4.66
17.030	-4.66
17.040	-4.66
17.050	-4.63
17.060	-4.67
17.070	-4.59
17.080	-4.62
17.090	-4.66
17.100	-4.64
17.110	-4.65
17.120	-4.64
17.130	-4.63
17.140	-4.63
17.150	-4.65
17.160	-4.65
17.170	-4.65
17.180	-4.67
17.190	-4.66
17.200	-4.66
17.210	-4.65
17.220	-4.63
17.230	-4.65
17.240	-4.64
17.250	-4.62
17.260	-4.60
17.270	-4.63
17.280	-4.70
17.290	-4.64
17.300	-4.69
17.310	-4.66
17.320	-4.63
17.330	-4.67
17.340	-4.63
17.350	-4.61
17.360	-4.64
17.370	-4.65
17.380	-4.62
17.390	-4.64
17.400	-4.63
17.410	-4.64
17.420	-4.65
17.430	-4.62
17.440	-4.61
17.450	-4.64
17.460	-4.63
17.470	-4.62
17.480	-4.60
17.490	-4.63
17.500	-4.61
17.510	-4.64
17.520	-4.61
17.530	-4.66
17.540	-4.65
17.550	-4.63
17.560	-4.64
17.570	-4.65
17.580	-4.64
17.590	-4.62
17.600	-4.60
17.610	-4.68
17.620	-4.63
17.630	-4.63
17.640	-4.66
17.650	-4.63
17.660	-4.62
17.670	-4.67
17.680	-4.64
17.690	-4.63
17.700	-4.64
17.710	-4.62
17.720	-4.65
17.730	-4.64
17.740	-4.63
17.750	-4.63
17.760	-4.61
17.770	-4.66
17.780	-4.64
17.790	-4.65
17.800	-4.63
17.810	-4.68
17.820	-4.68
17.830	-4.65
17.840	-4.64
17.850	-4.64
17.860	-4.68
17.870	-4.66
17.880	-4.65
17.890	-4.64
17.900	-4.62
17.910	-4.62
17.920	-4.63
17.930	-4.68
17.940	-4.65
17.950	-4.60
17.960	-4.61
17.970	-4.62
17.980	-4.60
17.990	-4.63
18.000	-4.66
18.010	-4.66
18.020	-4.61
18.030	-4.64
18.040	-4.61
18.050	-4.58
18.060	-4.61
18.070	-4.63
18.080	-4.64
18.090	-4.68
18.100	-4.59
18.110	-4.63
18.120	-4.61
18.130	-4.64
18.140	-4.62
18.150	-4.60
18.160	-4.65
18.170	-4.62
18.180	-4.63
18.190	-4.64
18.200	-4.65
18.210	-4.65
18.220	-4.63
18.230	-4.60
18.240	-4.64
18.250	-4.64
18.260	-4.63
18.270	-4.65
18.280	-4.63
18.290	-4.61
18.300	-4.69
18.310	-4.65
18.320	-4.68
18.330	-4.66
18.340	-4.64
18.350	-4.62
18.360	-4.65
18.370	-4.64
18.380	-4.63
18.390	-4.61
18.400	-4.66
18.410	-4.67
18.420	-4.67
18.430	-4.63
18.440	-4.66
18.450	-4.62
18.460	-4.65
18.470	-4.61
18.480	-4.65
18.490	-4.63
18.500	-4.67
18.510	-4.62
18.520	-4.65
18.530	-4.64
18.540	-4.66
18.550	-4.64
18.560	-4.67
18.570	-4.67
18.580	-4.64
18.590	-4.65
18.600	-4.66
18.610	-4.63
18.620	-4.63
18.630	-4.59
18.640	-4.61
18.650	-4.64
18.660	-4.65
18.670	-4.63
18.680	-4.66
18.690	-4.55
18.700	-4.65
18.710	-4.65
18.720	-4.62
18.730	-4.65
18.740	-4.63
18.750	-4.59
18.760	-4.59
18.770	-4.61
18.780	-4.63
18.790	-4.63
18.800	-4.61
18.810	-4.65
18.820	-4.65
18.830	-4.67
18.840	-4.68
18.850	-4.63
18.860	-4.67
18.870	-4.63
18.880	-4.63
18.890	-4.63
18.900	-4.65
18.910	-4.62
18.920	-4.62
18.930	-4.66
18.940	-4.62
18.950	-4.61
18.960	-4.62
18.970	-4.61
18.980	-4.65
18.990	-4.66
19.000	-4.68
19.010	-4.64
19.020	-4.66
19.030	-4.59
19.040	-4.67
19.050	-4.62
19.060	-4.63
19.070	-4.65
19.080	-4.65
19.090	-4.59
19.100	-4.67
19.110	-4.64
19.120	-4.63
19.130	-4.68
19.140	-4.67
19.150	-4.60
19.160	-4.67
19.170	-4.64
19.180	-4.65
19.190	-4.59
19.200	-4.68
19.210	-4.64
19.220	-4.66
19.230	-4.67
19.240	-4.60
19.250	-4.61
19.260	-4.64
19.270	-4.62
19.280	-4.65
19.290	-4.64
19.300	-4.60
19.310	-4.64
19.320	-4.62
19.330	-4.68
19.340	-4.64
19.350	-4.62
19.360	-4.60
19.370	-4.62
19.380	-4.63
19.390	-4.66
19.400	-4.69
19.410	-4.66
19.420	-4.66
19.430	-4.63
19.440	-4.60
19.450	-4.63
19.460	-4.64
19.470	-4.62
19.480	-4.66
19.490	-4.66
19.500	-4.62
19.510	-4.64
19.520	-4.63
19.530	-4.65
19.540	-4.64
19.550	-4.61
19.560	-4.65
19.570	-4.63
19.580	-4.63
19.590	-4.66
19.600	-4.65
19.610	-4.63
19.620	-4.60
19.630	-4.62
19.640	-4.65
19.650	-4.70
19.660	-4.64
19.670	-4.64
19.680	-4.65
19.690	-4.64
19.700	-4.61
19.710	-4.65
19.720	-4.62
19.730	-4.60
19.740	-4.69
19.750	-4.65
19.760	-4.61
19.770	-4.66
19.780	-4.64
19.790	-4.66
19.800	-4.68
19.810	-4.66
19.820	-4.66
19.830	-4.69
19.840	-4.63
19.850	-4.64
19.860	-4.65
19.870	-4.65
19.880	-4.62
19.890	-4.63
19.900	-4.64
19.910	-4.65
19.920	-4.65
19.930	-4.66
19.940	-4.65
19.950	-4.64
19.960	-4.64
19.970	-4.59
19.980	-4.64
19.990	-4.66
20.000	-4.62
20.010	-4.71
20.020	-4.66
20.030	-4.60
20.040	-4.65
20.050	-4.68
20.060	-4.66
20.070	-4.61
20.080	-4.66
20.090	-4.65
20.100	-4.61
20.110	-4.62
20.120	-4.60
20.130	-4.64
20.140	-4.67
20.150	-4.58
20.160	-4.62
20.170	-4.68
20.180	-4.66
20.190	-4.62
20.200	-4.65
20.210	-4.63
20.220	-4.65
20.230	-4.62
20.240	-4.64
20.250	-4.65
20.260	-4.65
20.270	-4.70
20.280	-4.61
20.290	-4.65
20.300	-4.65
20.310	-4.64
20.320	-4.64
20.330	-4.65
20.340	-4.65
20.350	-4.67
20.360	-4.64
20.370	-4.62
20.380	-4.68
20.390	-4.64
20.400	-4.61
20.410	-4.63
20.420	-4.65
20.430	-4.61
20.440	-4.67
20.450	-4.65
20.460	-4.63
20.470	-4.66
20.480	-4.62
20.490	-4.66
20.500	-4.66
20.510	-4.60
20.520	-4.64
20.530	-4.68
20.540	-4.66
20.550	-4.64
20.560	-4.62
20.570	-4.65
20.580	-4.62
20.590	-4.64
20.600	-4.62
20.610	-4.64
20.620	-4.67
20.630	-4.63
20.640	-4.63
20.650	-4.62
20.660	-4.65
20.670	-4.67
20.680	-4.62
20.690	-4.66
20.700	-4.62
20.710	-4.67
20.720	-4.62
20.730	-4.60
20.740	-4.65
20.750	-4.65
20.760	-4.62
20.770	-4.62
20.780	-4.66
20.790	-4.62
20.800	-4.61
20.810	-4.60
20.820	-4.63
20.830	-4.63
20.840	-4.66
20.850	-4.62
20.860	-4.62
20.870	-4.63
20.880	-4.62
20.890	-4.64
20.900	-4.58
20.910	-4.69
20.920	-4.62
20.930	-4.63
20.940	-4.67
20.950	-4.63
20.960	-4.66
20.970	-4.67
20.980	-4.65
20.990	-4.64
21.000	-4.65
21.010	-4.68
21.020	-4.66
21.030	-4.64
21.040	-4.66
21.050	-4.66
21.060	-4.69
21.070	-4.65
21.080	-4.60
21.090	-4.65
21.100	-4.69
21.110	-4.61
21.120	-4.62
21.130	-4.65
21.140	-4.65
21.150	-4.62
21.160	-4.58
21.170	-4.65
21.180	-4.63
21.190	-4.62
21.200	-4.64
21.210	-4.63
21.220	-4.64
21.230	-4.62
21.240	-4.63
21.250	-4.62
21.260	-4.62
21.270	-4.61
21.280	-4.66
21.290	-4.60
21.300	-4.62
21.310	-4.62
21.320	-4.61
21.330	-4.68
21.340	-4.60
21.350	-4.63
21.360	-4.67
21.370	-4.65
21.380	-4.61
21.390	-4.65
21.400	-4.64
21.410	-4.67
21.420	-4.63
21.430	-4.66
21.440	-4.68
21.450	-4.65
21.460	-4.61
21.470	-4.66
21.480	-4.67
21.490	-4.69
21.500	-4.62
21.510	-4.61
21.520	-4.66
21.530	-4.66
21.540	-4.65
21.550	-4.61
21.560	-4.65
21.570	-4.64
21.580	-4.62
21.590	-4.63
21.600	-4.62
21.610	-4.67
21.620	-4.67
21.630	-4.63
21.640	-4.69
21.650	-4.64
21.660	-4.67
21.670	-4.66
21.680	-4.65
21.690	-4.63
21.700	-4.61
21.710	-4.63
21.720	-4.69
21.730	-4.62
21.740	-4.65
21.750	-4.64
21.760	-4.71
21.770	-4.66
21.780	-4.65
21.790	-4.66
21.800	-4.66
21.810	-4.63
21.820	-4.62
21.830	-4.65
21.840	-4.64
21.850	-4.59
21.860	-4.63
21.870	-4.62
21.880	-4.67
21.890	-4.63
21.900	-4.63
21.910	-4.64
21.920	-4.62
21.930	-4.60
21.940	-4.62
21.950	-4.65
21.960	-4.64
21.970	-4.65
21.980	-4.64
21.990	-4.64
22.000	-4.66
22.010	-4.64
22.020	-4.66
22.030	-4.62
22.040	-4.67
22.050	-4.62
22.060	-4.64
22.070	-4.62
22.080	-4.63
22.090	-4.63
22.100	-4.64
22.110	-4.63
22.120	-4.64
22.130	-4.62
22.140	-4.61
22.150	-4.66
22.160	-4.63
22.170	-4.62
22.180	-4.67
22.190	-4.62
22.200	-4.59
22.210	-4.67
22.220	-4.65
22.230	-4.66
22.240	-4.60
22.250	-4.62
22.260	-4.63
22.270	-4.61
22.280	-4.66
22.290	-4.65
22.300	-4.63
22.310	-4.65
22.320	-4.61
22.330	-4.66
22.340	-4.61
22.350	-4.65
22.360	-4.63
22.370	-4.64
22.380	-4.67
22.390	-4.62
22.400	-4.63
22.410	-4.62
22.420	-4.63
22.430	-4.59
22.440	-4.65
22.450	-4.67
22.460	-4.68
22.470	-4.60
22.480	-4.65
22.490	-4.62
22.500	-4.63
22.510	-4.58
22.520	-4.66
22.530	-4.67
22.540	-4.67
22.550	-4.66
22.560	-4.65
22.570	-4.63
22.580	-4.64
22.590	-4.64
22.600	-4.62
22.610	-4.67
22.620	-4.63
22.630	-4.61
22.640	-4.68
22.650	-4.65
22.660	-4.67
22.670	-4.67
22.680	-4.69
22.690	-4.62
22.700	-4.67
22.710	-4.61
22.720	-4.63
22.730	-4.62
22.740	-4.65
22.750	-4.63
22.760	-4.63
22.770	-4.62
22.780	-4.63
22.790	-4.68
22.800	-4.63
22.810	-4.64
22.820	-4.59
22.830	-4.66
22.840	-4.65
22.850	-4.66
22.860	-4.65
22.870	-4.66
22.880	-4.63
22.890	-4.65
22.900	-4.65
22.910	-4.66
22.920	-4.62
22.930	-4.68
22.940	-4.69
22.950	-4.67
22.960	-4.64
22.970	-4.64
22.980	-4.65
22.990	-4.61
23.000	-4.63
23.010	-4.66
23.020	-4.64
23.030	-4.65
23.040	-4.65
23.050	-4.67
23.060	-4.65
23.070	-4.60
23.080	-4.62
23.090	-4.62
23.100	-4.64
23.110	-4.63
23.120	-4.63
23.130	-4.63
23.140	-4.61
23.150	-4.60
23.160	-4.65
23.170	-4.62
23.180	-4.62
23.190	-4.58
23.200	-4.65
23.210	-4.66
23.220	-4.59
23.230	-4.63
23.240	-4.63
23.250	-4.63
23.260	-4.63
23.270	-4.65
23.280	-4.65
23.290	-4.64
23.300	-4.64
23.310	-4.65
23.320	-4.66
23.330	-4.62
23.340	-4.62
23.350	-4.64
23.360	-4.64
23.370	-4.63
23.380	-4.60
23.390	-4.65
23.400	-4.61
23.410	-4.63
23.420	-4.59
23.430	-4.65
23.440	-4.62
23.450	-4.64
23.460	-4.65
23.470	-4.66
23.480	-4.60
23.490	-4.67
23.500	-4.70
23.510	-4.62
23.520	-4.59
23.530	-4.65
23.540	-4.64
23.550	-4.66
23.560	-4.61
23.570	-4.63
23.580	-4.62
23.590	-4.63
23.600	-4.66
23.610	-4.66
23.620	-4.66
23.630	-4.69
23.640	-4.66
23.650	-4.65
23.660	-4.60
23.670	-4.63
23.680	-4.67
23.690	-4.62
23.700	-4.67
23.710	-4.66
23.720	-4.62
23.730	-4.64
23.740	-4.62
23.750	-4.60
23.760	-4.65
23.770	-4.68
23.780	-4.61
23.790	-4.63
23.800	-4.64
23.810	-4.61
23.820	-4.62
23.830	-4.61
23.840	-4.64
23.850	-4.66
23.860	-4.66
23.870	-4.64
23.880	-4.60
23.890	-4.62
23.900	-4.63
23.910	-4.61
23.920	-4.62
23.930	-4.61
23.940	-4.66
23.950	-4.61
23.960	-4.65
23.970	-4.62
23.980	-4.63
23.990	-4.65
24.000	-4.65
24.010	-4.59
24.020	-4.64
24.030	-4.62
24.040	-4.61
24.050	-4.65
24.060	-4.65
24.070	-4.64
24.080	-4.64
24.090	-4.62
24.100	-4.68
24.110	-4.61
24.120	-4.61
24.130	-4.62
24.140	-4.64
24.150	-4.61
24.160	-4.66
24.170	-4.65
24.180	-4.71
24.190	-4.65
24.200	-4.69
24.210	-4.66
24.220	-4.63
24.230	-4.63
24.240	-4.64
24.250	-4.64
24.260	-4.65
24.270	-4.65
24.280	-4.64
24.290	-4.65
24.300	-4.64
24.310	-4.64
24.320	-4.62
24.330	-4.69
24.340	-4.64
24.350	-4.63
24.360	-4.68
24.370	-4.65
24.380	-4.64
24.390	-4.65
24.400	-4.64
24.410	-4.66
24.420	-4.60
24.430	-4.66
24.440	-4.61
24.450	-4.66
24.460	-4.64
24.470	-4.62
24.480	-4.67
24.490	-4.62
24.500	-4.62
24.510	-4.60
24.520	-4.61
24.530	-4.62
24.540	-4.65
24.550	-4.64
24.560	-4.67
24.570	-4.64
24.580	-4.60
24.590	-4.63
24.600	-4.63
24.610	-4.64
24.620	-4.62
24.630	-4.63
24.640	-4.66
24.650	-4.66
24.660	-4.63
24.670	-4.62
24.680	-4.63
24.690	-4.65
24.700	-4.61
24.710	-4.62
24.720	-4.62
24.730	-4.71
24.740	-4.63
24.750	-4.64
24.760	-4.65
24.770	-4.69
24.780	-4.65
24.790	-4.68
24.800	-4.62
24.810	-4.65
24.820	-4.61
24.830	-4.61
24.840	-4.64
24.850	-4.67
24.860	-4.62
24.870	-4.62
24.880	-4.65
24.890	-4.62
24.900	-4.63
24.910	-4.60
24.920	-4.64
24.930	-4.68
24.940	-4.65
24.950	-4.66
24.960	-4.64
24.970	-4.67
24.980	-4.64
24.990	-4.61
25.000	-4.64
25.010	-4.60
25.020	-4.69
25.030	-4.62
25.040	-4.65
25.050	-4.66
25.060	-4.62
25.070	-4.63
25.080	-4.66
25.090	-4.64
25.100	-4.63
25.110	-4.66
25.120	-4.64
25.130	-4.63
25.140	-4.62
25.150	-4.63
25.160	-4.65
25.170	-4.67
25.180	-4.63
25.190	-4.66
25.200	-4.67
25.210	-4.63
25.220	-4.61
25.230	-4.67
25.240	-4.63
25.250	-4.65
25.260	-4.64
25.270	-4.64
25.280	-4.65
25.290	-4.65
25.300	-4.64
25.310	-4.65
25.320	-4.62
25.330	-4.62
25.340	-4.68
25.350	-4.63
25.360	-4.63
25.370	-4.67
25.380	-4.62
25.390	-4.66
25.400	-4.63
25.410	-4.64
25.420	-4.65
25.430	-4.65
25.440	-4.67
25.450	-4.63
25.460	-4.66
25.470	-4.63
25.480	-4.64
25.490	-4.63
25.500	-4.61
25.510	-4.63
25.520	-4.67
25.530	-4.67
25.540	-4.62
25.550	-4.62
25.560	-4.62
25.570	-4.64
25.580	-4.67
25.590	-4.64
25.600	-4.62
25.610	-4.59
25.620	-4.63
25.630	-4.66
25.640	-4.65
25.650	-4.64
25.660	-4.65
25.670	-4.63
25.680	-4.67
25.690	-4.66
25.700	-4.61
25.710	-4.67
25.720	-4.66
25.730	-4.65
25.740	-4.65
25.750	-4.65
25.760	-4.66
25.770	-4.66
25.780	-4.61
25.790	-4.64
25.800	-4.61
25.810	-4.62
25.820	-4.62
25.830	-4.63
25.840	-4.65
25.850	-4.61
25.860	-4.64
25.870	-4.63
25.880	-4.67
25.890	-4.66
25.900	-4.67
25.910	-4.66
25.920	-4.64
25.930	-4.62
25.940	-4.65
25.950	-4.62
25.960	-4.59
25.970	-4.62
25.980	-4.61
25.990	-4.58
26.000	-4.63
26.010	-4.67
26.020	-4.68
26.030	-4.63
26.040	-4.60
26.050	-4.61
26.060	-4.68
26.070	-4.65
26.080	-4.67
26.090	-4.67
26.100	-4.65
26.110	-4.65
26.120	-4.62
26.130	-4.64
26.140	-4.64
26.150	-4.69
26.160	-4.66
26.170	-4.67
26.180	-4.69
26.190	-4.65
26.200	-4.62
26.210	-4.63
26.220	-4.67
26.230	-4.65
26.240	-4.59
26.250	-4.63
26.260	-4.64
26.270	-4.61
26.280	-4.60
26.290	-4.61
26.300	-4.65
26.310	-4.64
26.320	-4.67
26.330	-4.63
26.340	-4.64
26.350	-4.63
26.360	-4.61
26.370	-4.65
26.380	-4.66
26.390	-4.62
26.400	-4.64
26.410	-4.65
26.420	-4.68
26.430	-4.68
26.440	-4.62
26.450	-4.65
26.460	-4.70
26.470	-4.64
26.480	-4.64
26.490	-4.67
26.500	-4.64
26.510	-4.62
26.520	-4.65
26.530	-4.66
26.540	-4.66
26.550	-4.63
26.560	-4.63
26.570	-4.60
26.580	-4.69
26.590	-4.66
26.600	-4.63
26.610	-4.62
26.620	-4.66
26.630	-4.64
26.640	-4.63
26.650	-4.66
26.660	-4.63
26.670	-4.65
26.680	-4.63
26.690	-4.66
26.700	-4.61
26.710	-4.63
26.720	-4.63
26.730	-4.61
26.740	-4.69
26.750	-4.64
26.760	-4.64
26.770	-4.63
26.780	-4.65
26.790	-4.63
26.800	-4.64
26.810	-4.60
26.820	-4.61
26.830	-4.63
26.840	-4.69
26.850	-4.62
26.860	-4.62
26.870	-4.65
26.880	-4.62
26.890	-4.70
26.900	-4.65
26.910	-4.66
26.920	-4.61
26.930	-4.61
26.940	-4.65
26.950	-4.67
26.960	-4.65
26.970	-4.62
26.980	-4.62
26.990	-4.66
27.000	-4.63
27.010	-4.62
27.020	-4.61
27.030	-4.62
27.040	-4.61
27.050	-4.64
27.060	-4.64
27.070	-4.65
27.080	-4.65
27.090	-4.62
27.100	-4.64
27.110	-4.65
27.120	-4.66
27.130	-4.65
27.140	-4.67
27.150	-4.62
27.160	-4.67
27.170	-4.63
27.180	-4.62
27.190	-4.64
27.200	-4.61
27.210	-4.67
27.220	-4.68
27.230	-4.62
27.240	-4.62
27.250	-4.59
27.260	-4.67
27.270	-4.70
27.280	-4.62
27.290	-4.61
27.300	-4.63
27.310	-4.62
27.320	-4.65
27.330	-4.61
27.340	-4.65
27.350	-4.65
27.360	-4.63
27.370	-4.65
27.380	-4.67
27.390	-4.62
27.400	-4.63
27.410	-4.60
27.420	-4.64
27.430	-4.63
27.440	-4.67
27.450	-4.63
27.460	-4.63
27.470	-4.63
27.480	-4.61
27.490	-4.66
27.500	-4.65
27.510	-4.62
27.520	-4.64
27.530	-4.65
27.540	-4.67
27.550	-4.62
27.560	-4.67
27.570	-4.66
27.580	-4.62
27.590	-4.64
27.600	-4.60
27.610	-4.63
27.620	-4.65
27.630	-4.66
27.640	-4.64
27.650	-4.61
27.660	-4.62
27.670	-4.66
27.680	-4.65
27.690	-4.64
27.700	-4.66
27.710	-4.65
27.720	-4.62
27.730	-4.66
27.740	-4.64
27.750	-4.63
27.760	-4.60
27.770	-4.65
27.780	-4.63
27.790	-4.63
27.800	-4.64
27.810	-4.63
27.820	-4.65
27.830	-4.70
27.840	-4.65
27.850	-4.59
27.860	-4.62
27.870	-4.65
27.880	-4.60
27.890	-4.65
27.900	-4.64
27.910	-4.63
27.920	-4.65
27.930	-4.66
27.940	-4.65
27.950	-4.66
27.960	-4.62
27.970	-4.64
27.980	-4.65
27.990	-4.62
28.000	-4.65
28.010	-4.62
28.020	-4.64
28.030	-4.65
28.040	-4.67
28.050	-4.68
28.060	-4.65
28.070	-4.66
28.080	-4.62
28.090	-4.60
28.100	-4.70
28.110	-4.65
28.120	-4.66
28.130	-4.62
28.140	-4.66
28.150	-4.62
28.160	-4.60
28.170	-4.66
28.180	-4.63
28.190	-4.64
28.200	-4.63
28.210	-4.65
28.220	-4.65
28.230	-4.62
28.240	-4.71
28.250	-4.63
28.260	-4.64
28.270	-4.63
28.280	-4.64
28.290	-4.65
28.300	-4.64
28.310	-4.64
28.320	-4.65
28.330	-4.66
28.340	-4.61
28.350	-4.61
28.360	-4.61
28.370	-4.61
28.380	-4.67
28.390	-4.68
28.400	-4.64
28.410	-4.64
28.420	-4.65
28.430	-4.66
28.440	-4.64
28.450	-4.64
28.460	-4.65
28.470	-4.68
28.480	-4.61
28.490	-4.65
28.500	-4.68
28.510	-4.65
28.520	-4.64
28.530	-4.65
28.540	-4.62
28.550	-4.64
28.560	-4.64
28.570	-4.64
28.580	-4.63
28.590	-4.63
28.600	-4.59
28.610	-4.64
28.620	-4.59
28.630	-4.62
28.640	-4.64
28.650	-4.67
28.660	-4.66
28.670	-4.62
28.680	-4.64
28.690	-4.63
28.700	-4.64
28.710	-4.65
28.720	-4.61
28.730	-4.63
28.740	-4.60
28.750	-4.61
28.760	-4.66
28.770	-4.65
28.780	-4.61
28.790	-4.66
28.800	-4.68
28.810	-4.67
28.820	-4.67
28.830	-4.67
28.840	-4.63
28.850	-4.63
28.860	-4.68
28.870	-4.60
28.880	-4.68
28.890	-4.61
28.900	-4.64
28.910	-4.65
28.920	-4.63
28.930	-4.64
28.940	-4.66
28.950	-4.70
28.960	-4.67
28.970	-4.68
28.980	-4.64
28.990	-4.65
29.000	-4.62
29.010	-4.61
29.020	-4.61
29.030	-4.61
29.040	-4.63
29.050	-4.62
29.060	-4.66
29.070	-4.62
29.080	-4.62
29.090	-4.62
29.100	-4.62
29.110	-4.65
29.120	-4.62
29.130	-4.67
29.140	-4.59
29.150	-4.65
29.160	-4.63
29.170	-4.64
29.180	-4.65
29.190	-4.64
29.200	-4.66
29.210	-4.63
29.220	-4.61
29.230	-4.65
29.240	-4.64
29.250	-4.60
29.260	-4.65
29.270	-4.64
29.280	-4.63
29.290	-4.60
29.300	-4.64
29.310	-4.64
29.320	-4.67
29.330	-4.63
29.340	-4.64
29.350	-4.64
29.360	-4.63
29.370	-4.65
29.380	-4.63
29.390	-4.62
29.400	-4.64
29.410	-4.66
29.420	-4.65
29.430	-4.64
29.440	-4.63
29.450	-4.64
29.460	-4.64
29.470	-4.64
29.480	-4.65
29.490	-4.67
29.500	-4.65
29.510	-4.63
29.520	-4.61
29.530	-4.61
29.540	-4.65
29.550	-4.60
29.560	-4.64
29.570	-4.64
29.580	-4.69
29.590	-4.63
29.600	-4.68
29.610	-4.64
29.620	-4.69
29.630	-4.65
29.640	-4.62
29.650	-4.64
29.660	-4.64
29.670	-4.67
29.680	-4.66
29.690	-4.63
29.700	-4.62
29.710	-4.62
29.720	-4.68
29.730	-4.65
29.740	-4.62
29.750	-4.64
29.760	-4.66
29.770	-4.61
29.780	-4.64
29.790	-4.65
29.800	-4.66
29.810	-4.62
29.820	-4.63
29.830	-4.65
29.840	-4.65
29.850	-4.66
29.860	-4.63
29.870	-4.64
29.880	-4.64
29.890	-4.65
29.900	-4.63
29.910	-4.67
29.920	-4.64
29.930	-4.61
29.940	-4.66
29.950	-4.70
29.960	-4.67
29.970	-4.62
29.980	-4.64
29.990	-4.68
30.000	-4.66
30.010	-4.64
30.020	-4.65
30.030	-4.59
30.040	-4.64
30.050	-4.64
30.060	-4.64
30.070	-4.68
30.080	-4.64
30.090	-4.63
30.100	-4.63
30.110	-4.65
30.120	-4.64
30.130	-4.67
30.140	-4.67
30.150	-4.62
30.160	-4.66
30.170	-4.65
30.180	-4.62
30.190	-4.67
30.200	-4.66
30.210	-4.66
30.220	-4.59
30.230	-4.66
30.240	-4.64
30.250	-4.60
30.260	-4.62
30.270	-4.61
30.280	-4.65
30.290	-4.63
30.300	-4.65
30.310	-4.62
30.320	-4.62
30.330	-4.67
30.340	-4.67
30.350	-4.66
30.360	-4.64
30.370	-4.62
30.380	-4.62
30.390	-4.64
30.400	-4.62
30.410	-4.63
30.420	-4.68
30.430	-4.63
30.440	-4.66
30.450	-4.61
30.460	-4.66
30.470	-4.68
30.480	-4.68
30.490	-4.67
30.500	-4.65
30.510	-4.61
30.520	-4.63
30.530	-4.63
30.540	-4.65
30.550	-4.67
30.560	-4.63
30.570	-4.68
30.580	-4.64
30.590	-4.61
30.600	-4.65
30.610	-4.64
30.620	-4.64
30.630	-4.64
30.640	-4.60
30.650	-4.67
30.660	-4.65
30.670	-4.68
30.680	-4.66
30.690	-4.70
30.700	-4.62
30.710	-4.62
30.720	-4.65
30.730	-4.65
30.740	-4.64
30.750	-4.63
30.760	-4.61
30.770	-4.65
30.780	-4.65
30.790	-4.63
30.800	-4.65
30.810	-4.64
30.820	-4.65
30.830	-4.67
30.840	-4.67
30.850	-4.64
30.860	-4.67
30.870	-4.66
30.880	-4.61
30.890	-4.63
30.900	-4.64
30.910	-4.58
30.920	-4.66
30.930	-4.63
30.940	-4.63
